link,title,tagline,number_star_rating,number_of_eval,instructor_img,instructor_name,finaid,metrics,skills,description,applied_learning_project
/specializations/python,Spécialisation Le Python pour tous,"Spécialisation Le Python pour tousLearn to Program and Analyze Data with Python. Develop programs to gather, clean, analyze, and visualize data.",4.8étoiles,"305,523 évaluations",,,,,[],"This Specialization builds on the success of the Python for Everybody course and will introduce fundamental programming concepts including data structures, networked application program interfaces, and databases, using the Python programming language. In the Capstone Project, you’ll use the technologies learned throughout the Specialization to design and create your own applications for data retrieval, processing, and visualization.",
/specializations/introduction-scripting-in-python,Spécialisation Introduction to Scripting in Python,Spécialisation Introduction to Scripting in PythonLaunch Your Career in Python Programming. Master the core concepts of scripting in Python to enable you to solve practical problems.,4.7étoiles,"4,429 évaluations",,Scott Rixner +1 enseignant de plus,,"18,429 consultations récentes","[""Codeskulptor"", ""Data Analysis"", ""Python Programming"", ""Data Visualization (DataViz)"", ""Python Syntax And Semantics"", ""Debugging"", ""Tuple"", ""List & Label""]","This specialization is intended for beginners who would like to master essential programming skills. Through four courses, you will cover key programming concepts in Python 3 which will prepare you to use Python to perform common scripting tasks. This knowledge will provide a solid foundation towards a career in data science, software engineering, or other disciplines involving programming.","Projet d'apprentissage appliquéEach course ends with a practical project utilizing Python scripting skills. The introductory projects will focus on typical core scripting problems such as processing dates and finding differences in similar files. Later in the specialization, you will learn to work with data stored in files to do sports analytics and data visualization.   These projects include reading historical data on baseball, computing statistics from this data, and analyzing the results.  Finally, the specialization culminates in a project where you will import economic data from the World Bank, process that data, and visualize this data overlaid on a world map."
/learn/python-programming-introduction,Python Programming: A Concise Introduction,Python Programming: A Concise Introduction,4.6étoiles,"3,640 évaluations",,,,"196,530 consultations récentes",[],"The goal of the course is to introduce students to Python Version 3.x programming using hands on instruction. It will show how to install Python and use the Spyder IDE (Integrated Development Environment) for writing and debugging programs. The approach will be to present an example followed by a small exercise where the learner tries something similar to solidify a concept.  At the end of each module there will be an exercise where the student is required to write simple programs and submit them for grading.  It is intended for students with little or no programming background, although students with such a background should be able to move forward at their preferred pace.The course is four modules long and is designed to be completed in four weeks.",
/specializations/python-3-programming,Spécialisation Python 3 Programming,Spécialisation Python 3 ProgrammingBecome a Fluent Python Programmer. Learn the fundamentals and become an independent programmer.,4.6étoiles,"20,267 évaluations",,Paul Resnick +3 enseignants de plus,,"118,665 consultations récentes",[],"This specialization teaches the fundamentals of programming in Python 3. We will begin at the beginning, with variables, conditionals, and loops, and get to some intermediate material like keyword parameters, list comprehensions, lambda expressions, and class inheritance.

You will have lots of opportunities to practice. You will also learn ways to reason about program execution, so that it is no longer mysterious and you are able to debug programs when they don’t work.

By the end of the specialization, you’ll be writing programs that query Internet APIs for data and extract useful information from them. And you’ll be able to learn to use new modules and APIs on your own by reading the documentation. That will give you a great launch toward being an independent Python programmer.

This specialization is a good next step for you if you have completed Python for Everybody but want a more in-depth treatment of Python fundamentals and more practice, so that you can proceed with confidence to specializations like Applied Data Science with Python.

But it is also appropriate as a first set of courses in Python if you are already familiar with some other programming language, or if you are up for the challenge of diving in head-first.","Projet d'apprentissage appliquéBy the end of the second course, you will create a simple sentiment analyzer that counts the number of positive and negative words in tweets. In the third course, you will mash up two APIs to create a movie recommender. The final course, Python Project: pillow, tesseract, and opencv (Course 5), is an extended project in which you'll perform optical character recognition (OCR) and object detection in images."
/learn/interactive-python-1,An Introduction to Interactive Programming in Python (Part 1),An Introduction to Interactive Programming in Python (Part 1),4.8étoiles,,,John Greiner +3 enseignants de plus,,"172,446 consultations récentes",[],"This two-part course is designed to help students with very little or no computing background learn the basics of building simple interactive applications. Our language of choice, Python, is an easy-to learn, high-level computer language that is used in many of the computational courses offered on Coursera. To make learning Python easy, we have developed a new browser-based programming environment that makes developing interactive applications in Python simple. These applications will involve windows whose contents are graphical and respond to buttons, the keyboard and the mouse.In part 1 of this course, we will introduce the basic elements of programming (such as expressions, conditionals, and functions) and then use these elements to create simple interactive applications such as a digital stopwatch.  Part 1 of this class will culminate in building a version of the classic arcade game ""Pong"".",
/learn/python,Programming for Everybody (Getting Started with Python),Programming for Everybody (Getting Started with Python),4.8étoiles,,,,,"7,389,749 consultations récentes",[],"This course aims to teach everyone the basics of programming computers using Python. We cover the basics of how one constructs a program from a series of simple instructions in Python.  The course has no pre-requisites and avoids all but the simplest mathematics. Anyone with moderate computer experience should be able to master the materials in this course. This course will cover Chapters 1-5 of the textbook “Python for Everybody”.  Once a student completes this course, they will be ready to take more advanced programming courses. This course covers Python 3.",
/specializations/python,Spécialisation Le Python pour tous,"Spécialisation Le Python pour tousLearn to Program and Analyze Data with Python. Develop programs to gather, clean, analyze, and visualize data.",4.8étoiles,"305,523 évaluations",,,,,[],"This Specialization builds on the success of the Python for Everybody course and will introduce fundamental programming concepts including data structures, networked application program interfaces, and databases, using the Python programming language. In the Capstone Project, you’ll use the technologies learned throughout the Specialization to design and create your own applications for data retrieval, processing, and visualization.",
/specializations/introduction-scripting-in-python,Spécialisation Introduction to Scripting in Python,Spécialisation Introduction to Scripting in PythonLaunch Your Career in Python Programming. Master the core concepts of scripting in Python to enable you to solve practical problems.,4.7étoiles,"4,429 évaluations",,Scott Rixner +1 enseignant de plus,,"18,429 consultations récentes","[""Codeskulptor"", ""Data Analysis"", ""Python Programming"", ""Data Visualization (DataViz)"", ""Python Syntax And Semantics"", ""Debugging"", ""Tuple"", ""List & Label""]","This specialization is intended for beginners who would like to master essential programming skills. Through four courses, you will cover key programming concepts in Python 3 which will prepare you to use Python to perform common scripting tasks. This knowledge will provide a solid foundation towards a career in data science, software engineering, or other disciplines involving programming.","Projet d'apprentissage appliquéEach course ends with a practical project utilizing Python scripting skills. The introductory projects will focus on typical core scripting problems such as processing dates and finding differences in similar files. Later in the specialization, you will learn to work with data stored in files to do sports analytics and data visualization.   These projects include reading historical data on baseball, computing statistics from this data, and analyzing the results.  Finally, the specialization culminates in a project where you will import economic data from the World Bank, process that data, and visualize this data overlaid on a world map."
/learn/python-programming-introduction,Python Programming: A Concise Introduction,Python Programming: A Concise Introduction,4.6étoiles,"3,640 évaluations",,,,"196,530 consultations récentes",[],"The goal of the course is to introduce students to Python Version 3.x programming using hands on instruction. It will show how to install Python and use the Spyder IDE (Integrated Development Environment) for writing and debugging programs. The approach will be to present an example followed by a small exercise where the learner tries something similar to solidify a concept.  At the end of each module there will be an exercise where the student is required to write simple programs and submit them for grading.  It is intended for students with little or no programming background, although students with such a background should be able to move forward at their preferred pace.The course is four modules long and is designed to be completed in four weeks.",
/specializations/python-3-programming,Spécialisation Python 3 Programming,Spécialisation Python 3 ProgrammingBecome a Fluent Python Programmer. Learn the fundamentals and become an independent programmer.,4.6étoiles,"20,267 évaluations",,Paul Resnick +3 enseignants de plus,,"118,665 consultations récentes",[],"This specialization teaches the fundamentals of programming in Python 3. We will begin at the beginning, with variables, conditionals, and loops, and get to some intermediate material like keyword parameters, list comprehensions, lambda expressions, and class inheritance.

You will have lots of opportunities to practice. You will also learn ways to reason about program execution, so that it is no longer mysterious and you are able to debug programs when they don’t work.

By the end of the specialization, you’ll be writing programs that query Internet APIs for data and extract useful information from them. And you’ll be able to learn to use new modules and APIs on your own by reading the documentation. That will give you a great launch toward being an independent Python programmer.

This specialization is a good next step for you if you have completed Python for Everybody but want a more in-depth treatment of Python fundamentals and more practice, so that you can proceed with confidence to specializations like Applied Data Science with Python.

But it is also appropriate as a first set of courses in Python if you are already familiar with some other programming language, or if you are up for the challenge of diving in head-first.","Projet d'apprentissage appliquéBy the end of the second course, you will create a simple sentiment analyzer that counts the number of positive and negative words in tweets. In the third course, you will mash up two APIs to create a movie recommender. The final course, Python Project: pillow, tesseract, and opencv (Course 5), is an extended project in which you'll perform optical character recognition (OCR) and object detection in images."
/learn/interactive-python-1,An Introduction to Interactive Programming in Python (Part 1),An Introduction to Interactive Programming in Python (Part 1),4.8étoiles,"2,831 évaluations",,John Greiner +3 enseignants de plus,,"172,446 consultations récentes",[],"This two-part course is designed to help students with very little or no computing background learn the basics of building simple interactive applications. Our language of choice, Python, is an easy-to learn, high-level computer language that is used in many of the computational courses offered on Coursera. To make learning Python easy, we have developed a new browser-based programming environment that makes developing interactive applications in Python simple. These applications will involve windows whose contents are graphical and respond to buttons, the keyboard and the mouse.In part 1 of this course, we will introduce the basic elements of programming (such as expressions, conditionals, and functions) and then use these elements to create simple interactive applications such as a digital stopwatch.  Part 1 of this class will culminate in building a version of the classic arcade game ""Pong"".",
/learn/python,Programming for Everybody (Getting Started with Python),Programming for Everybody (Getting Started with Python),4.8étoiles,"164,502 évaluations",,,,"7,389,749 consultations récentes",[],"This course aims to teach everyone the basics of programming computers using Python. We cover the basics of how one constructs a program from a series of simple instructions in Python.  The course has no pre-requisites and avoids all but the simplest mathematics. Anyone with moderate computer experience should be able to master the materials in this course. This course will cover Chapters 1-5 of the textbook “Python for Everybody”.  Once a student completes this course, they will be ready to take more advanced programming courses. This course covers Python 3.",
/learn/uva-darden-continous-delivery-devops,Continuous Delivery & DevOps ,Continuous Delivery & DevOps ,4.6étoiles,892 évaluations,,,,"113,461 consultations récentes",[],"Amazon famously delivers new code every 11.6 seconds. Just a few years ago, this was unthinkable: many ‘cutting edge’ firms would release software quarterly. When it comes to digital innovation, velocity is critical and many would say it’s the most reliable determinant of success. Bringing an organization to the state of the art (or even functional capability) in this area requires strong work in a combination of disciplines and a combination of both technical and managerial skills. There is no single cookie-cutter approach for achieving this capability. Much like agile, the right focus and formulation depends a lot on the facts and circumstances of the team. This course, developed at the Darden School of Business at the University of Virginia and taught by top-ranked faculty, will provide you with the interdisciplinary skill set to cultivate a continuous deployment capability in your organization. 

After completing this course, you will be able to: 
1. Diagnose a team’s delivery pipeline and bring forward prioritized recommendations to improve it
2. Explain the skill sets and roles involved in DevOps and how they contribute toward a continuous delivery capability
3. Review and deliver automation tests across the development stack
4. Explain the key jobs of system operations and how today’s leading techniques and tools apply to them
5. Explain how high-functioning teams use DevOps and related methods to reach a continuous delivery capability 
6. Facilitate prioritized, iterative team progress on improving a delivery pipeline",
/learn/rails-with-active-record,Rails with Active Record and Action Pack,Rails with Active Record and Action Pack,4.7étoiles,,,,,"7,816 consultations récentes",[],"You already know how to build a basic web application with the Ruby on Rails framework. Perhaps, you have even taken Course 1, ""Ruby on Rails: An Introduction"" (we highly recommend it) where you relied on external web services to be your “data layer”. But in the back of your mind, you always knew that there would come a time when you would need to roll up your sleeves and learn SQL to be able to interact with your own relational database (RDBMS). But there is an easier way to get started with SQL using the Active Record Object/Relational (ORM) framework. In this course, we will be able to use the Ruby language and the Active Record ORM framework to automate interactions with the database to quickly build the application we want.In Rails with Active Record and Action Pack, we will explore how to interact with relational databases by using Active Record, a Ruby gem, which Rails uses by default for database access. We will then take a look at what role Active Record plays in the overall request-response cycle, when a client (the browser) requests data from the server, as well as how to submit the data to the server.  Of course, when accessing data, security is of paramount importance! We will talk about vulnerabilities such as SQL injection, as well as how to secure access to data by authenticating and authorizing users accessing the data. Take this course to build a Ruby on Rails application with Active Record to automate the detailed SQL interactions with our database.",
/learn/html,Introduction to HTML5,Introduction to HTML5,4.7étoiles,,,"Colleen van Lent, Ph.D. +1 enseignant de plus",,"1,194,949 consultations récentes",[],"Thanks to a growing number of software programs, it seems as if anyone can make a webpage. But what if you actually want to understand how the page was created? There are great textbooks and online resources for learning web design, but most of those resources require some background knowledge. This course is designed to help the novice who wants to gain confidence and knowledge. We will explore the theory (what actually happens when you click on a link on a webpage?), the practical (what do I need to know to make my own page?), and the overlooked (I have a page, what do I do now?). Throughout the course there will be a strong emphasis on adhering to syntactic standards for validation and semantic standards to promote wide accessibility for users with disabilities.  The textbook we use is available online, “The Missing Link: An Introduction to Web Development and Programming” by Michael Mendez from www.opensuny.org. This course will appeal to a wide variety of people, but specifically those who would like a step-by-step description of the basics. There are no prerequisites for this course and it is assumed that students have no prior programming skills or IT experience. The course will culminate in a small final project that will require the completion of a very simple page with links and images. The focus of this course is on the basics, not appearance. You can see a sample final page at http://intro-webdesign.com/html5-plain.html.  

This is the first course in the Web Design For Everybody specialization. Subsequent courses focus on the marketable skills of styling the page with CSS3, adding interactivity with JavaScript and enhancing the styling with responsive design. You can see a sample site for the capstone course at http://intro-webdesign.com/",
/learn/server-side-nodejs,"Server-side Development with NodeJS, Express and MongoDB","Server-side Development with NodeJS, Express and MongoDB",4.7étoiles,"1,759 évaluations",,,,"446,194 consultations récentes",[],"This course deals with all things server-side. We base the entire course around the NodeJS platform. We start with a brief overview of the Web protocols: HTTP and HTTPS. We examine NodeJS and NodeJS modules: Express for building web servers. On the database side, we review basic CRUD operations, NoSQL databases, in particular MongoDB and Mongoose for accessing MongoDB from NodeJS. We examine the REST concepts and building a RESTful API. We touch upon authentication and security. Finally we review backend as a service (BaaS) approaches, including mobile BaaS, both open-source and commercial BaaS services.At the end of this course, you will be able to:

- Demonstrate an understanding of server-side concepts, CRUD and REST
- Build and configure a backend server using NodeJS framework
- Build a RESTful API for the front-end to access backend services",
/specializations/full-stack-mobile-app-development,Spécialisation Full Stack Web and Multiplatform Mobile App Development,"Spécialisation Full Stack Web and Multiplatform Mobile App DevelopmentBuild Complete Web and Hybrid Mobile Solutions. Master front-end web, hybrid mobile app and server-side development in five comprehensive courses.",4.6étoiles,"9,484 évaluations",,,,"58,160 consultations récentes",[],"Learn front-end and hybrid mobile development, with server-side support, for implementing a multi-platform solution.

The first two courses in this Specialization cover front-end frameworks: Bootstrap 4 and Angular. You’ll also learn to create hybrid mobile applications, using the Ionic framework, Cordova and NativeScript. On the server side, you’ll learn to implement NoSQL databases using MongoDB, work within a Node.js environment and Express framework, and communicate to the client side through a RESTful API. Learners enrolling in this Specialization are expected to have prior working knowledge of HTML, CSS and JavaScript.

Ideally learners should complete the courses in the specified sequence. It is strongly recommended that the Angular course be completed before proceeding with the Ionic and Cordova and/or the NativeScript course.","Projet d'apprentissage appliquéLearners will work on hands-on exercises, culminating in development of a full-fledged application at the end of each course. Each course also includes a mini-Capstone Project as part of the Honors Track where you’ll apply your skills to build a fully functional project."
/learn/angular,Front-End JavaScript Frameworks: Angular,Front-End JavaScript Frameworks: Angular,4.7étoiles,,,,,"313,117 consultations récentes",[],"This course concentrates mainly on Javascript based front-end frameworks, and in particular the Angular framework (Currently Ver. 6.x). This course will use Typescript for developing Angular application. Typescript features will be introduced in the context of Angular as part of the exercises. You will also get an introduction to the use of Angular Material and Angular Flex-Layout for responsive UI design. You will be introduced to various aspects of Angular including components, directives and services. You will learn about data binding, Angular router and its use for developing single-page applications. You will also learn about designing both template-driven forms and reactive forms. A quick introduction to Observables, reactive programming and RxJS in the context of Angular is included. You will then learn about Angular support for client-server communication through the HTTP client and the use of REST API on the server side. A quick tour through Angular animation support and Angular testing rounds off the course. You must have either completed the previous course in the specialization on Bootstrap 4, or have a working knowledge of front end web-UI frameworks to be able to navigate this course. Also a good working knowledge of JavaScript, especially ES 5 is strongly recommended.At the end of this course you will:

- Be familiar with client-side Javascript frameworks and the Angular framework
- Be able to implement single page applications in Angular
- Be able to use various Angular features including directives, components and services
- Be able to implement a functional front-end web application using Angular
- Be able to use Angular Material and Angular Flex-Layout for designing responsive Angular applications
- Be able to use Observables and RxJS in the context of Angular applications",
/learn/uva-darden-continous-delivery-devops,Continuous Delivery & DevOps ,Continuous Delivery & DevOps ,4.6étoiles,,,,,"113,461 consultations récentes",[],"Amazon famously delivers new code every 11.6 seconds. Just a few years ago, this was unthinkable: many ‘cutting edge’ firms would release software quarterly. When it comes to digital innovation, velocity is critical and many would say it’s the most reliable determinant of success. Bringing an organization to the state of the art (or even functional capability) in this area requires strong work in a combination of disciplines and a combination of both technical and managerial skills. There is no single cookie-cutter approach for achieving this capability. Much like agile, the right focus and formulation depends a lot on the facts and circumstances of the team. This course, developed at the Darden School of Business at the University of Virginia and taught by top-ranked faculty, will provide you with the interdisciplinary skill set to cultivate a continuous deployment capability in your organization. 

After completing this course, you will be able to: 
1. Diagnose a team’s delivery pipeline and bring forward prioritized recommendations to improve it
2. Explain the skill sets and roles involved in DevOps and how they contribute toward a continuous delivery capability
3. Review and deliver automation tests across the development stack
4. Explain the key jobs of system operations and how today’s leading techniques and tools apply to them
5. Explain how high-functioning teams use DevOps and related methods to reach a continuous delivery capability 
6. Facilitate prioritized, iterative team progress on improving a delivery pipeline",
/learn/rails-with-active-record,Rails with Active Record and Action Pack,Rails with Active Record and Action Pack,4.7étoiles,,,,,"7,816 consultations récentes",[],"You already know how to build a basic web application with the Ruby on Rails framework. Perhaps, you have even taken Course 1, ""Ruby on Rails: An Introduction"" (we highly recommend it) where you relied on external web services to be your “data layer”. But in the back of your mind, you always knew that there would come a time when you would need to roll up your sleeves and learn SQL to be able to interact with your own relational database (RDBMS). But there is an easier way to get started with SQL using the Active Record Object/Relational (ORM) framework. In this course, we will be able to use the Ruby language and the Active Record ORM framework to automate interactions with the database to quickly build the application we want.In Rails with Active Record and Action Pack, we will explore how to interact with relational databases by using Active Record, a Ruby gem, which Rails uses by default for database access. We will then take a look at what role Active Record plays in the overall request-response cycle, when a client (the browser) requests data from the server, as well as how to submit the data to the server.  Of course, when accessing data, security is of paramount importance! We will talk about vulnerabilities such as SQL injection, as well as how to secure access to data by authenticating and authorizing users accessing the data. Take this course to build a Ruby on Rails application with Active Record to automate the detailed SQL interactions with our database.",
/learn/html,Introduction to HTML5,Introduction to HTML5,4.7étoiles,"20,935 évaluations",,"Colleen van Lent, Ph.D. +1 enseignant de plus",,"1,194,949 consultations récentes",[],"Thanks to a growing number of software programs, it seems as if anyone can make a webpage. But what if you actually want to understand how the page was created? There are great textbooks and online resources for learning web design, but most of those resources require some background knowledge. This course is designed to help the novice who wants to gain confidence and knowledge. We will explore the theory (what actually happens when you click on a link on a webpage?), the practical (what do I need to know to make my own page?), and the overlooked (I have a page, what do I do now?). Throughout the course there will be a strong emphasis on adhering to syntactic standards for validation and semantic standards to promote wide accessibility for users with disabilities.  The textbook we use is available online, “The Missing Link: An Introduction to Web Development and Programming” by Michael Mendez from www.opensuny.org. This course will appeal to a wide variety of people, but specifically those who would like a step-by-step description of the basics. There are no prerequisites for this course and it is assumed that students have no prior programming skills or IT experience. The course will culminate in a small final project that will require the completion of a very simple page with links and images. The focus of this course is on the basics, not appearance. You can see a sample final page at http://intro-webdesign.com/html5-plain.html.  

This is the first course in the Web Design For Everybody specialization. Subsequent courses focus on the marketable skills of styling the page with CSS3, adding interactivity with JavaScript and enhancing the styling with responsive design. You can see a sample site for the capstone course at http://intro-webdesign.com/",
/learn/server-side-nodejs,"Server-side Development with NodeJS, Express and MongoDB","Server-side Development with NodeJS, Express and MongoDB",4.7étoiles,"1,759 évaluations",,,,"446,194 consultations récentes",[],"This course deals with all things server-side. We base the entire course around the NodeJS platform. We start with a brief overview of the Web protocols: HTTP and HTTPS. We examine NodeJS and NodeJS modules: Express for building web servers. On the database side, we review basic CRUD operations, NoSQL databases, in particular MongoDB and Mongoose for accessing MongoDB from NodeJS. We examine the REST concepts and building a RESTful API. We touch upon authentication and security. Finally we review backend as a service (BaaS) approaches, including mobile BaaS, both open-source and commercial BaaS services.At the end of this course, you will be able to:

- Demonstrate an understanding of server-side concepts, CRUD and REST
- Build and configure a backend server using NodeJS framework
- Build a RESTful API for the front-end to access backend services",
/specializations/full-stack-mobile-app-development,Spécialisation Full Stack Web and Multiplatform Mobile App Development,"Spécialisation Full Stack Web and Multiplatform Mobile App DevelopmentBuild Complete Web and Hybrid Mobile Solutions. Master front-end web, hybrid mobile app and server-side development in five comprehensive courses.",4.6étoiles,"9,484 évaluations",,,,"58,160 consultations récentes",[],"Learn front-end and hybrid mobile development, with server-side support, for implementing a multi-platform solution.

The first two courses in this Specialization cover front-end frameworks: Bootstrap 4 and Angular. You’ll also learn to create hybrid mobile applications, using the Ionic framework, Cordova and NativeScript. On the server side, you’ll learn to implement NoSQL databases using MongoDB, work within a Node.js environment and Express framework, and communicate to the client side through a RESTful API. Learners enrolling in this Specialization are expected to have prior working knowledge of HTML, CSS and JavaScript.

Ideally learners should complete the courses in the specified sequence. It is strongly recommended that the Angular course be completed before proceeding with the Ionic and Cordova and/or the NativeScript course.","Projet d'apprentissage appliquéLearners will work on hands-on exercises, culminating in development of a full-fledged application at the end of each course. Each course also includes a mini-Capstone Project as part of the Honors Track where you’ll apply your skills to build a fully functional project."
/learn/angular,Front-End JavaScript Frameworks: Angular,Front-End JavaScript Frameworks: Angular,4.7étoiles,"1,712 évaluations",,,,"313,117 consultations récentes",[],"This course concentrates mainly on Javascript based front-end frameworks, and in particular the Angular framework (Currently Ver. 6.x). This course will use Typescript for developing Angular application. Typescript features will be introduced in the context of Angular as part of the exercises. You will also get an introduction to the use of Angular Material and Angular Flex-Layout for responsive UI design. You will be introduced to various aspects of Angular including components, directives and services. You will learn about data binding, Angular router and its use for developing single-page applications. You will also learn about designing both template-driven forms and reactive forms. A quick introduction to Observables, reactive programming and RxJS in the context of Angular is included. You will then learn about Angular support for client-server communication through the HTTP client and the use of REST API on the server side. A quick tour through Angular animation support and Angular testing rounds off the course. You must have either completed the previous course in the specialization on Bootstrap 4, or have a working knowledge of front end web-UI frameworks to be able to navigate this course. Also a good working knowledge of JavaScript, especially ES 5 is strongly recommended.At the end of this course you will:

- Be familiar with client-side Javascript frameworks and the Angular framework
- Be able to implement single page applications in Angular
- Be able to use various Angular features including directives, components and services
- Be able to implement a functional front-end web application using Angular
- Be able to use Angular Material and Angular Flex-Layout for designing responsive Angular applications
- Be able to use Observables and RxJS in the context of Angular applications",
/learn/uva-darden-continous-delivery-devops,Continuous Delivery & DevOps ,Continuous Delivery & DevOps ,4.6étoiles,,,,,"113,461 consultations récentes",[],"Amazon famously delivers new code every 11.6 seconds. Just a few years ago, this was unthinkable: many ‘cutting edge’ firms would release software quarterly. When it comes to digital innovation, velocity is critical and many would say it’s the most reliable determinant of success. Bringing an organization to the state of the art (or even functional capability) in this area requires strong work in a combination of disciplines and a combination of both technical and managerial skills. There is no single cookie-cutter approach for achieving this capability. Much like agile, the right focus and formulation depends a lot on the facts and circumstances of the team. This course, developed at the Darden School of Business at the University of Virginia and taught by top-ranked faculty, will provide you with the interdisciplinary skill set to cultivate a continuous deployment capability in your organization. 

After completing this course, you will be able to: 
1. Diagnose a team’s delivery pipeline and bring forward prioritized recommendations to improve it
2. Explain the skill sets and roles involved in DevOps and how they contribute toward a continuous delivery capability
3. Review and deliver automation tests across the development stack
4. Explain the key jobs of system operations and how today’s leading techniques and tools apply to them
5. Explain how high-functioning teams use DevOps and related methods to reach a continuous delivery capability 
6. Facilitate prioritized, iterative team progress on improving a delivery pipeline",
/learn/rails-with-active-record,Rails with Active Record and Action Pack,Rails with Active Record and Action Pack,4.7étoiles,765 évaluations,,,,"7,816 consultations récentes",[],"You already know how to build a basic web application with the Ruby on Rails framework. Perhaps, you have even taken Course 1, ""Ruby on Rails: An Introduction"" (we highly recommend it) where you relied on external web services to be your “data layer”. But in the back of your mind, you always knew that there would come a time when you would need to roll up your sleeves and learn SQL to be able to interact with your own relational database (RDBMS). But there is an easier way to get started with SQL using the Active Record Object/Relational (ORM) framework. In this course, we will be able to use the Ruby language and the Active Record ORM framework to automate interactions with the database to quickly build the application we want.In Rails with Active Record and Action Pack, we will explore how to interact with relational databases by using Active Record, a Ruby gem, which Rails uses by default for database access. We will then take a look at what role Active Record plays in the overall request-response cycle, when a client (the browser) requests data from the server, as well as how to submit the data to the server.  Of course, when accessing data, security is of paramount importance! We will talk about vulnerabilities such as SQL injection, as well as how to secure access to data by authenticating and authorizing users accessing the data. Take this course to build a Ruby on Rails application with Active Record to automate the detailed SQL interactions with our database.",
/learn/html,Introduction to HTML5,Introduction to HTML5,4.7étoiles,,,"Colleen van Lent, Ph.D. +1 enseignant de plus",,"1,194,949 consultations récentes",[],"Thanks to a growing number of software programs, it seems as if anyone can make a webpage. But what if you actually want to understand how the page was created? There are great textbooks and online resources for learning web design, but most of those resources require some background knowledge. This course is designed to help the novice who wants to gain confidence and knowledge. We will explore the theory (what actually happens when you click on a link on a webpage?), the practical (what do I need to know to make my own page?), and the overlooked (I have a page, what do I do now?). Throughout the course there will be a strong emphasis on adhering to syntactic standards for validation and semantic standards to promote wide accessibility for users with disabilities.  The textbook we use is available online, “The Missing Link: An Introduction to Web Development and Programming” by Michael Mendez from www.opensuny.org. This course will appeal to a wide variety of people, but specifically those who would like a step-by-step description of the basics. There are no prerequisites for this course and it is assumed that students have no prior programming skills or IT experience. The course will culminate in a small final project that will require the completion of a very simple page with links and images. The focus of this course is on the basics, not appearance. You can see a sample final page at http://intro-webdesign.com/html5-plain.html.  

This is the first course in the Web Design For Everybody specialization. Subsequent courses focus on the marketable skills of styling the page with CSS3, adding interactivity with JavaScript and enhancing the styling with responsive design. You can see a sample site for the capstone course at http://intro-webdesign.com/",
/learn/server-side-nodejs,"Server-side Development with NodeJS, Express and MongoDB","Server-side Development with NodeJS, Express and MongoDB",4.7étoiles,"1,759 évaluations",,,,"446,194 consultations récentes",[],"This course deals with all things server-side. We base the entire course around the NodeJS platform. We start with a brief overview of the Web protocols: HTTP and HTTPS. We examine NodeJS and NodeJS modules: Express for building web servers. On the database side, we review basic CRUD operations, NoSQL databases, in particular MongoDB and Mongoose for accessing MongoDB from NodeJS. We examine the REST concepts and building a RESTful API. We touch upon authentication and security. Finally we review backend as a service (BaaS) approaches, including mobile BaaS, both open-source and commercial BaaS services.At the end of this course, you will be able to:

- Demonstrate an understanding of server-side concepts, CRUD and REST
- Build and configure a backend server using NodeJS framework
- Build a RESTful API for the front-end to access backend services",
/learn/introduction-virtual-reality,Introduction to Virtual Reality,Introduction to Virtual Reality,4.7étoiles,"1,327 évaluations",, Dr Sylvia Xueni Pan +1 enseignant de plus,,"308,838 consultations récentes",[],"This course will introduce you to Virtual Reality (VR). The course will teach you everything from the basics of VR- the hardware and the history of VR- to different applications of VR, the psychology of Virtual Reality, and the challenges of the medium.The course is designed for people who are new to VR as a medium. You may have experienced some virtual reality before, and may have some hardware- but this course is suitable to individuals who have never experienced VR and those who do not have much hardware- we will explain Mobile VR as well as devices such as the Oculus Rift and HTC Vive.

Introduction to Virtual Reality is the first course in the Virtual Reality Specialisation. A learner with no previous experience in Virtual Reality and/or game programming will be able to evaluate existing VR applications, and design, test, and implement their own VR experiences/games using Unity by the end of the specialisation.",
/specializations/programming-unity-game-development,Spécialisation C# Programming for Unity Game Development,Spécialisation C# Programming for Unity Game DevelopmentLearn to Program Unity Games with C#. Learn C# programming and how to use C# in Unity games,4.7étoiles,,,,,"35,072 consultations récentes","[""Video Game Development"", ""C Sharp (C#) (Programming Language)"", ""Unity (User Interface)"", ""Game Programming""]","This specialization is intended for beginning programmers who want to learn how to program Unity games using C#. The first course assumes no programming experience, and throughout the 4 courses in the specialization you'll learn how to program in C# and how to use that C# knowledge to program Unity games. The C# and Unity material in the courses in the specialization is slightly more comprehensive than the content in the first 2 game programming courses at UCCS.

“Unity” is a trademark or registered trademark of Unity Technologies or its affiliates in the U.S. and elsewhere.

The courses in this specialization are independent works and are not sponsored by, authorized by, or affiliated with Unity Technologies or its affiliates","Projet d'apprentissage appliquéEach of the courses includes 10-20 exercises designed to teach you small concepts in C# and Unity. You'll also develop several larger C# console applications and Unity prototypes as well as 2 complete games, all of them designed to teach you 
important C# and Unity concepts."
